ImageFile,fakeiq_trials.thisRepN,fakeiq_trials.thisTrialN,fakeiq_trials.thisN,fakeiq_trials.thisIndex,intro_text.started,intro_text.stopped,space_instr_intro.started,space_instr_intro.stopped,intro_key_resp.keys,intro_key_resp.rt,intro_key_resp.started,intro_key_resp.stopped,itemIndex,questions,ratings,rt,space_instr_4.started,space_instr_4.stopped,relationship_key_resp.keys,relationship_key_resp.rt,relationship_key_resp.started,relationship_key_resp.stopped,relationship_instr.started,relationship_instr.stopped,instr_fakeiq.started,instr_fakeiq.stopped,instr_fakeiq_key_resp.keys,instr_fakeiq_key_resp.rt,instr_fakeiq_key_resp.started,instr_fakeiq_key_resp.stopped,image_raven.started,image_raven.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,instr_premfq.started,instr_premfq.stopped,instr_premfq_key_resp.keys,instr_premfq_key_resp.rt,instr_premfq_key_resp.started,instr_premfq_key_resp.stopped,mfq1_key_resp.keys,mfq1_key_resp.rt,mfq1_key_resp.started,mfq1_key_resp.stopped,space_instr.started,space_instr.stopped,mfq1_instr.started,mfq1_instr.stopped,scale_instr_mfq1.started,scale_instr_mfq1.stopped,mfq2_key_resp.keys,mfq2_key_resp.rt,mfq2_key_resp.started,mfq2_key_resp.stopped,space_instr_2.started,space_instr_2.stopped,scale_instr_mfq1_2.started,scale_instr_mfq1_2.stopped,mfq1_instr_2.started,mfq1_instr_2.stopped,condition,manipulation_text.started,manipulation_text.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.started,key_resp_2.stopped,demo_key_resp.keys,demo_key_resp.rt,demo_key_resp.started,demo_key_resp.stopped,space_instr_3.started,space_instr_3.stopped,debriefing_text.started,debriefing_text.stopped,debriefing_key_resp.keys,debriefing_key_resp.rt,debriefing_key_resp.started,debriefing_key_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,11.775826100027189,None,11.775826100027189,None,space,1.9492269000038505,11.775826100027189,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,1,Czy ma Pani/Pan ukończone 18 lat?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,2,Czy jest Pani/Pan aktualnie w związku?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,3,Czy jest Pani/Pan w związku małżeńskim?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,4,Kto jest dla Pani/Pana najbliższą osobą?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,5,Czy ma Pani/Pan tematy tabu ze swoją najbliższą osobą?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,6,"W skali od 1 do 7 (1 - zupełnie niesatysfakcjonująca; 7 - zupełnie satysfakcjonująca), prosimy powiedzieć, jak bardzo satysfakcjonująca jest Pani/Pana relacja z najbliższą osobą",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,7,Jak często uprawia Pani/Pan seks?,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,8,"W skali od 1 do 7 (1 - zupełnie nieswobodnie; 7 - bardzo swobodnie) prosimy o udzielenie odpowiedzi, jak bardzo swobodnie czuje się Pani/Pan przy najbliższej dla siebie osobie",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,13.791999900015071,None,space,1.160354500170797,13.791999900015071,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,13.791999900015071,None,14.973281899932772,None,space,1.8404828999191523,14.973281899932772,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
raven/raven2.png,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,16.932238299865276,None,['4'],[3.21067459997721],16.932238299865276,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
raven/raven1.png,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,20.179262100020424,None,['3'],[1.0786452000029385],20.179262100020424,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
raven/raven3.png,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,21.311760799959302,None,['1'],[1.096063300035894],21.311760799959302,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.43687119986862,None,space,1.5998858001548797,22.43687119986862,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,1,1) czy ktoś ucierpiał emocjonalnie;,5.0,53.116430199937895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,2,2) czy ktoś był traktowany inaczej niż inni;,5.0,36.01333110011183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,3,3) czy czyjeś działania były przejawem miłości dla ojczyzny;,5.0,36.61402070010081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,4,4) czy ktoś okazał brak szacunku dla władzy;,5.0,37.224759499775246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,5,5) czy ktoś pogwałcił zasady czystości i przyzwoitości;,5.0,33.5041694000829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,6,6) czy ktoś troszczył się o kogoś słabego lub bezbronnego;,5.0,32.9668089998886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,7,7) czy ktoś zachował się nieuczciwie;,1.0,31.560537399956957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,8,"8) czy ktoś zrobił coś, aby zdradzić własną grupę;",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,9,9) czy ktoś postępował zgodnie z tradycją;,2.0,27.051224399823695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,10,10) czy ktoś zrobił coś obrzydliwego;,3.0,23.507540799910203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,11,11) czy ktoś zachował się okrutnie;,2.0,18.584543300094083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,12,12) czy komuś odmówiono jego/jej praw;,5.0,14.02147060004063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,13,13) czy ktoś okazał brak lojalności wobec swojej grupy;,5.0,11.851704600034282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,14,14) czy czyjeś działania burzą ustalony porządek życia społecznego;,4.0,10.008384499931708,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,15,"15) czy ktoś postępował tak, aby nie obrazić Boga;",5.0,7.830562199931592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,60.4538497000467,24.08630710002035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,1,16) Współczucie dla cierpiących jest najważniejszą cnotą człowieka.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.08630710002035,None,24.08630710002035,None,24.08630710002035,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,2,"17) Jeśli ustanawia się nowe prawo, to najważniejsze jest, aby wszyscy byli traktowani sprawiedliwie.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,3,18) Jestem dumny z historii mojego kraju.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,4,"19) Szacunek dla władzy i autorytetów jest czymś, czego powinny nauczyć się wszystkie dzieci.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,5,"20) Nie należy robić rzeczy obrzydliwych, nawet jeśli nikomu nie dzieje się krzywda z tego powodu.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,6,"21) Jedną z najgorszych rzeczy, jakie może zrobić człowiek, jest skrzywdzenie bezbronnego zwierzęcia.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,7,22) Sprawiedliwe traktowanie obywateli jest podstawą dobrego społeczeństwa.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,8,"23) Należy być lojalnym wobec członków rodziny, nawet gdy zrobią coś złego.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,9,24) Role kobiet i mężczyzn w społeczeństwie są i powinny być różne.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,10,"25) Określiłbym/określiłabym pewne czyny jako złe ze względu na to, że są one niezgodne z naturą.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,11,26) Zabicie drugiego człowieka jest - w zdecydowanej większości przypadków - czymś moralnie złym.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,12,"27) Uważam, że jest to moralnie złe, że dzieci bogatych ludzi mają znacząco lepszy start w życiu niż dzieci biednych ludzi.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,13,28) Solidarność ze swoją grupą jest ważniejsza niż wierność własnym poglądom.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,14,"29) Gdybym był żołnierzem i nie zgadzałbym się z rozkazem przełożonego, to i tak bym go wykonał, ponieważ taki jest obowiązek żołnierza.",None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,15,30) Czystość seksualna to ważna i cenna cnota człowieka.,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,6.590714200166985,84.60265229991637,None,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.60265229991637,None,84.60265229991637,None,84.60265229991637,None,cntrl,91.25339099997655,None,space,0.8594833000097424,91.25339099997655,None,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,1,Prosimy zaznaczyć swoją płeć:,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,2,Prosimy zaznaczyć swój wiek:,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,3,Prosimy zaznaczyć swoje miejsce zamieszkania:,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,4,Prosimy zaznaczyć swoje wykształcenie:,None,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,1.5954978000372648,92.13750960002653,None,,,,,,,,,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.13750960002653,None,93.74768680008128,None,space,1.4562735999934375,93.74768680008128,None,890,001,2020_May_07_2105,macbeth,2020.1.2,60.05010588228542,
